,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
0,0.5772725954469103,0.8002729499276482,0.8295971978612557,0.0617272910259543,0.2473023543463215,0.8752217602502403,0.1972639815972685,0.5077476747719484,0.0554467581058146,0.612610172643845
1,0.6281273316416126,0.0157841815001134,0.9744797120456216,0.7427592691845273,0.0815077801492211,0.947159163705766,0.8792151179509203,0.3355582509824122,0.446094216300677,0.5070250170462518
2,0.0817222818669719,0.7016980375669006,0.0147753177646957,0.8919504522031473,0.4900519740500034,0.7205816860353221,0.5428861321275715,0.1343570400828255,0.844834883728475,0.0853050025371271
3,0.2682725026353482,0.009673549164462,0.74747569381197,0.089639802286254,0.6446684496924543,0.7688755705739467,0.5859166448083486,0.3214581850606468,0.1461527604993408,0.4288577377915722
4,0.2280492125445012,0.4503989119952035,0.6780360665649561,0.1270534169245687,0.9093064097912226,0.6121878902877309,0.0027521025845901,0.3665089943536858,0.4741819845538401,0.4177115736873713
5,0.9553577164254364,0.8161588856230102,0.7707702744579998,0.9322934710255162,0.0676801228919204,0.6945744797193228,0.9923879991658444,0.4849617822913493,0.7327109523697003,0.0275282990858155
6,0.8878414204798903,0.4494971122719806,0.0465678124825795,0.642119816101151,0.9107873118274302,0.6999435019808604,0.5063415233457748,0.7127039963388553,0.4569254613208922,0.6450336416518158
7,0.1237313069403846,0.6460565866585157,0.400396808070382,0.4863761297725472,0.2168638708651978,0.7543014701664137,0.3826442980076536,0.1178074551294611,0.3630479219943979,0.3934289246442609
8,0.7479029381718828,0.9147360179763758,0.4108056483264626,0.2536434935294359,0.226951555546353,0.0389757185666775,0.5313323638535741,0.5013647203613485,0.7997223969064406,0.4466658718782454
9,0.2086009425069269,0.7379224938218701,0.0598092029016532,0.8125700400008534,0.0792750496467184,0.7475765373614911,0.3917071974444945,0.2669220575029764,0.8802568440353545,0.4544445407832792
10,0.6006120269056616,0.1853527251267198,0.4823651716561188,0.3841378142661929,0.2596417665943518,0.365803013368823,0.3274472236761634,0.1415015165063313,0.2287535306994411,0.3115936035537153
