,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1,sim_liq_density_240K,sim_liq_density_260K,sim_liq_density_280K,sim_liq_density_300K,sim_liq_density_320K,sim_vap_density_240K,sim_vap_density_260K,sim_vap_density_280K,sim_vap_density_300K,sim_vap_density_320K,sim_Pvap_240K,sim_Pvap_260K,sim_Pvap_280K,sim_Pvap_300K,sim_Pvap_320K,sim_Hvap_240K,sim_Hvap_260K,sim_Hvap_280K,sim_Hvap_300K,sim_Hvap_320K,sim_Tc,sim_rhoc,mse_liq_density,mse_vap_density,mse_Pvap,mse_Hvap,mse_Tc,mse_rhoc,mape_liq_density,mape_vap_density,mape_Pvap,mape_Hvap,mape_Tc,mape_rhoc,is_pareto
28,0.6725799574506964,0.20412591836011024,0.26854605773597745,0.940158889526976,0.7359051013582013,0.5191999860680079,0.8603747091955983,0.5714223513727925,0.007538304820381838,0.891895172955957,1375.6717826555555,1317.1680675222224,1246.3459681888892,1176.8044533222223,1093.4092718555555,3.7220452715333328,9.498613770944443,18.800854974888885,37.78565750533333,67.66489195333334,0.7072174902300001,1.894290123788889,3.8820221201444447,7.782444334266667,13.577957421211112,221.61032055383032,208.25701244314558,192.94901830432568,175.12928578649152,153.8841666594833,374.38771570299076,505.2070600810566,520.3528495830826,12.3803269092393,0.5205333916128284,0.713395887446201,0.03158287108950756,44.79544475858545,1.8142032377892292,6.94970170743537,7.20803030878793,0.35843585551192647,0.04749090163030951,1.307470193190731,True
33,0.7451477784843481,0.7543952195006611,0.48177316194519343,0.10684795024652721,0.4915375123568387,0.01323375415780286,0.9566347105430354,0.3252156949398557,0.9993188070929662,0.06885910530134956,1400.734915277778,1341.2311413888888,1275.1251022777776,1204.2900318666666,1121.472815988889,3.755844737233333,8.741677202533332,18.39876677855556,34.93003229,60.01733855688889,0.7121412689988889,1.7458302595444444,3.8009835118444446,7.263295830222221,12.318215424866667,221.19452432712882,208.52577573448295,194.04240029698346,177.20803709951574,157.6059316390466,379.31325799403197,508.6371411307432,16.047389375798797,0.2184773314346355,0.01691364964141861,1.3211600055609611,26.04324215365143,10.646248000687597,0.3177114340036563,1.6370197571646297,1.9205344646655496,0.5438698294345489,1.3637417476903324,0.6374016154047225,True
34,0.7549773320949063,0.4050992787823072,0.28412839143647534,0.5697673160429964,0.846575965211248,0.6553386715703781,0.593241220890898,0.3149682436439255,0.4094366776060235,0.1380501330266223,1418.1181982222224,1355.9008500555556,1283.955432877778,1207.438639922222,1124.0906015777778,4.7025337077666665,10.05303955221111,19.70379885411111,36.332868079,65.14365668433334,0.8883662689666666,2.000404398633333,4.051421238044446,7.594156412733333,13.276097916988888,220.33243731779882,206.9785689962781,192.02160659532302,174.92758533471596,154.42999756404848,374.5571018786286,513.2246322495233,206.23374982226483,5.68744426562685,0.3476770011934494,1.3976942438284756,0.12047971414751785,1.754650596477283,1.0241119939079046,11.421079100541972,12.312759947214843,0.6234227771716961,0.09275590674450733,0.2587677768164382,True
35,0.7672551186161466,0.9738465392532571,0.178087346221866,0.271894606420566,0.8649115228931161,0.011952152001173482,0.9615848144975145,0.17512511588861146,0.0171575820901756,0.7449208599637981,1406.8471650111112,1345.555152911111,1278.429664244445,1204.454298333333,1125.7425128111108,4.047431658633333,9.955822135877776,19.352913604999998,34.919991421111106,63.29595219822223,0.7666530175122223,1.9811935649777777,3.9940901715888883,7.307527556111111,12.997542830633332,215.83745338976757,203.00672056848828,189.14721859496757,172.87959415508485,153.58130672545838,377.9892241897333,512.1121800878411,60.33691490081078,1.920695219787617,0.1775606107832492,18.106171178515858,14.282535476265522,0.04502038967627717,0.6010186365497232,5.967758897256746,7.155782983688873,2.0499639250087376,1.0099206835021317,0.04144951901565691,True
36,0.7722736028246471,0.4823889898477375,0.19842246577508355,0.47172946569743607,0.9710407968675016,0.14648624778581304,0.8532363867487911,0.6501527945309834,0.6595180070466492,0.28298760382268967,1412.121740111111,1350.7430366,1287.7882552555554,1212.757232266667,1129.3098135333337,3.795756833944445,8.622115069966666,19.44635897166667,34.646028654111106,59.59852818255556,0.7206155252744444,1.7340650971111111,3.991409968366666,7.265036599666667,12.308363877477776,223.84133028939476,210.82476159798696,195.6957736860791,179.20594528205797,159.5910956712443,379.2962578445716,511.3835965628299,195.34601814452705,0.6035912569785445,0.029483057420955354,8.929634393652227,25.870018861466193,0.2666725099210765,1.1035647013675778,2.8187608156784014,2.8303668770844883,1.5928464632300812,1.3591988040329244,0.10087974939833631,True
38,0.8106028797678846,0.6010699771338491,0.49341982965025927,0.051618333683609297,0.7139124093177701,0.41142978533740465,0.533661674823453,0.061199410921295466,0.9960461314390042,0.8029144726977498,1403.475784211111,1343.3301701000005,1276.0198883111111,1203.0766523222223,1121.304416288889,4.011223332344445,9.393960273911112,19.776117215777774,35.869990610222224,61.614153742999996,0.76020639555,1.8718960241,4.0552741615,7.444282156088889,12.71909411512222,222.3533749701052,209.0605824159196,193.61232650800946,176.84635333049278,157.48198294361197,377.8946523381862,510.0214711167497,24.33474141905787,1.2573573745996387,0.11974001457941559,1.2183374957555893,13.57666285330101,3.528870765205555,0.3791552436170218,4.983153680642355,6.001510885736566,0.5341489693352652,0.9846482825649228,0.36697184669862926,True
40,0.8198474493880344,0.25495239721216095,0.5664331259673302,0.5769361753313964,0.07794968201617403,0.410683008133065,0.6335256205304617,0.238122553336124,0.5787861903554435,0.9893575184837924,1414.795985711111,1352.5021053777778,1286.7831826111114,1217.1848434777778,1130.2795992,3.855267434366666,8.726099346811113,18.75535946755556,34.84855676555555,59.32871004022222,0.7298887603044445,1.7374848477555556,3.850539878933333,7.229085849422223,12.176106791444443,226.84232983221025,213.2207760781219,198.15855317542585,181.17105942455365,160.80980981273512,379.3808018883474,511.76394570389743,248.28253693912407,0.5324168654116994,0.011335243177398441,26.2685974538531,26.73719216853702,0.01851077148795846,1.2435164580954368,1.9177524943964008,1.7404427183525708,2.7287361417542852,1.3817914776054618,0.02657829578092265,True
42,0.9016382038419493,0.018625814013418233,0.35493089061344324,0.9633476904577573,0.16281686579383597,0.5459730186646491,0.12072857392265075,0.8210804601621208,0.005829756540627439,0.9035993670061242,1407.8587900555556,1347.7267797777777,1280.7407457888887,1203.100402877778,1116.7092694333332,3.753083582722222,9.487641181011112,18.502207308444444,36.25452448111111,64.62913874777777,0.7109617053611111,1.8825530057111115,3.7955207881888886,7.450516552411112,12.964913006611114,224.45780685273226,210.86890525773117,195.91520988237403,177.92999352088458,156.0768126640381,375.25188109463977,511.1405083929262,61.527474173339996,3.998356881131211,0.16690347016129897,5.260277694994934,1.0855162153678095,0.5768275012154757,0.5032292956795028,4.539997767905023,4.555437414739996,1.0784601658875446,0.2784214998636571,0.1483671824719194,True
43,0.9256137579342701,0.8868455793673743,0.14314306976105834,0.8017722381565925,0.2923191505797714,0.4546843359050154,0.16293434647219662,0.1734136160255342,0.8625858426666428,0.5709288018386404,1416.5307081999997,1354.6082587555557,1287.0757466444445,1220.551423322222,1135.4686764333333,4.259042245422222,9.1448784789,18.443696149111112,35.887264341000005,60.34868225977778,0.8061118822011112,1.830833521766667,3.8240326409777774,7.485763963588888,12.412306192566664,218.48601999967696,205.5887523710168,191.52681758177542,175.4042145022172,156.39139292753552,380.14868602098386,514.7098877689566,335.5568931690571,0.6574127836486349,0.057987079769683744,4.113511864239433,35.26799165582935,7.895469274132056,1.4534943743329216,4.088213290986507,5.176639912562029,0.9028439034383468,1.5869928705763825,0.5489134145256159,True
48,0.9547346079179655,0.40814044253459925,0.28325090632075417,0.865275451057261,0.341238421195648,0.06354579056073426,0.9963452975979376,0.14933119969834396,0.9385305509598013,0.8197948489944192,1411.5149657555555,1349.5591874222223,1283.3630766,1212.2884103444446,1128.4967454666669,3.5901212736333337,8.58943248541111,18.708756518444446,36.01198331222223,62.79892708633333,0.6828974837288888,1.7199419867000003,3.847898141366668,7.4591088645333326,12.778107948155554,222.6790132892002,209.66693218415168,194.13640986093867,177.21584852140222,157.25707192947067,378.22651937076654,514.5970393852548,155.01426000376378,1.6086178825779407,0.11581112375188207,1.7216270792175838,16.132427855743,7.2740214456156504,0.9852089692428447,4.272449445864054,4.585257418605844,0.689060507593746,1.0733329870304267,0.5268684089186972,True
