,sigma_C1,sigma_C2,sigma_F1,sigma_F2,sigma_H1,epsilon_C1,epsilon_C2,epsilon_F1,epsilon_F2,epsilon_H1
399,0.567696840875307,0.567164871210022,0.288257456531144,0.456884330495682,0.8858444787539169,0.419203883120802,0.403781401649054,0.5670142002312739,0.6005243465794,0.8170992293654961
41,0.0730473245038028,0.581495093917017,0.150642054828767,0.723137593973455,0.250671502514844,0.7997244085338131,0.8942770106225699,0.858122875629134,0.25291242237491,0.777815643665114
359,0.534414132713678,0.813154510877167,0.345429331867309,0.484569373825154,0.128335667168254,0.365454470167262,0.473273095635721,0.901999577921479,0.177793493104662,0.23845922058077695
727,0.92256954657981,0.776635307038173,0.40806555942152595,0.397066389954495,0.0345031158721134,0.093714692487633,0.8350847058395771,0.0868222698429899,0.525952518001778,0.287256161127021
94,0.164506131665466,0.8140853372796508,0.677687214203246,0.24956273472205198,0.7679374853232409,0.74157803120937,0.964544953355429,0.0764021586671236,0.526520775571007,0.22417003105057898
269,0.417894517412823,0.590008647620343,0.229641808805389,0.5895133654695259,0.43471400015428296,0.880211327674903,0.365828935449515,0.094662972478347,0.698632902729975,0.39588609126051294
687,0.879896597073709,0.210245572337054,0.45395020281278997,0.393615968691438,0.599239906162148,0.854407267217669,0.876154955987491,0.18733237212608103,0.39134887681433794,0.012812128089566003
621,0.8001061977254058,0.18986153005229398,0.598633246367611,0.284166232006206,0.10690858718381001,0.570324393755719,0.48415928885417603,0.590472371288519,0.5808899360574781,0.32902192988829
757,0.9607789077055341,0.556401402371869,0.7361756219250021,0.0307063636446565,0.8604627835247042,0.654076514791199,0.0102817398445366,0.184827755693046,0.870086118195813,0.550794240417948
345,0.5225488846725371,0.53266995359282,0.903552809728405,0.0818486137130357,0.338844100073233,0.726891048687762,0.915304247155413,0.36915896599995895,0.252045611493332,0.15330615881150597
139,0.23562422394178897,0.106265664803761,0.5825490357443189,0.38877886996501093,0.36872210970384905,0.980120470578041,0.713375664002636,0.911601397781927,0.551275249991668,0.840867144354856
425,0.596259965395839,0.501592134896356,0.7029810988551961,0.148916245599926,0.857291749005093,0.9079464792537328,0.127929150388385,0.8008066581277429,0.33021194451437896,0.6955465215707819
554,0.7305884366683381,0.809523176974795,0.18163690761760998,0.575302429984153,0.4424010771663289,0.34977319554382696,0.9845177795921201,0.36085758043805705,0.00972558676033409,0.659702080994347
298,0.454241708856034,0.444572111483994,0.499073824417161,0.4081958973757321,0.43572242586978294,0.16744294226556,0.8092599238833491,0.58645736256211,0.7981569341023199,0.0534471122099915
347,0.523051144775867,0.598365409730109,0.495643909556308,0.36953568789035796,0.20932705896423398,0.0438810197907344,0.261303599409352,0.900699679553248,0.8522022152058231,0.6941718110865949
224,0.358801262583635,0.38539625699001095,0.933431663185176,0.0405731865656474,0.10158989241012,0.598052451766282,0.6727720890396429,0.919645755977038,0.219482118834071,0.886333133478854
0,0.0034040647756533398,0.914052636372066,0.6977866941445939,0.194477420354472,0.381596330175336,0.24027074365119,0.5793926447342701,0.610429270943593,0.709059659371509,0.554604149896286
785,0.9888648499575591,0.44026774125350804,0.023610590293179,0.5189828107544,0.8828947342727379,0.12260506930603698,0.8755139105753359,0.45848485726222205,0.557280997384723,0.381535733487097
689,0.8855940512062199,0.107508003171211,0.772518968694273,0.10452738176309499,0.327641561962345,0.0872665600245751,0.683818572875333,0.9107318594768521,0.713902237962523,0.5864727267401639
489,0.665321616655001,0.981758203769918,0.7157103044678101,0.0960012021529822,0.42835148184588595,0.533708147071411,0.59603366875927,0.156401155236411,0.16130732052065302,0.9141672810569091
112,0.19379716796621396,0.683964181577074,0.137147977302073,0.627787232243275,0.28833623481435905,0.593782158652496,0.0545863302186416,0.518193680571275,0.9889833081028871,0.10969006419317698
616,0.793331049785857,0.983153016713658,0.369481046502331,0.259206039279958,0.9542226287028871,0.0875504890534063,0.36605527980442704,0.641488810696591,0.4354353604978611,0.15420867173701502
670,0.860208301464068,0.256905156085447,0.17921750843283102,0.509108986970334,0.42396893696960797,0.6162923583649521,0.585394865079104,0.8545173620779408,0.205143139194947,0.869414798138905
721,0.9180768375449809,0.16824528113411497,0.23937075994806603,0.38304876051408904,0.635728672008236,0.333435081300543,0.0747696423923031,0.9681906572043409,0.803140824663195,0.774830984736573
137,0.23063928908119102,0.777279622823032,0.864432847632864,0.00500475051277401,0.30724978208388204,0.945462219207042,0.201187635163499,0.6783385823878421,0.5274999843671561,0.10147058674314899
