,sigma_C1,sigma_F1,sigma_H1,epsilon_C1,epsilon_F1,epsilon_H1
0,0.9874106187385894,0.1447365262369954,0.9885535003521363,0.04217573181203825,0.9325768924163573,0.6012157443497934
1,0.7483195977531767,0.08819515841259888,0.2699197004270904,0.19756430236219777,0.4788072701447309,0.46720873140429636
2,0.902539717409342,0.87622026530477,0.015424660920651456,0.7622945241360946,0.30469973948549234,0.8248774162027892
3,0.24087271919317071,0.28300757273974275,0.03477284499415458,0.4220140821747353,0.9031455600058185,0.07187059150010389
4,0.33975872961105763,0.4713066735816183,0.6995743923696657,0.8203678982452834,0.11146599555078597,0.18656443232724704
5,0.16933214479767403,0.4669766105790857,0.33762463499827616,0.9136613749896273,0.5774501275239214,0.4377922623687707
6,0.2594678275371473,0.3302234636531741,0.5994303084982213,0.25812147555067794,0.19615363235486238,0.9151857144974604
7,0.2186099281900879,0.17992875550148327,0.6251585742838116,0.12848749677165958,0.5523156747151988,0.9263493346531768
8,0.7194446831451949,0.25636397736132877,0.7943456553795518,0.6950815729171128,0.7800943327324268,0.5467245719286388
9,0.3410571344547936,0.42115332455181287,0.7072719028609782,0.300154923758771,0.7253768830194057,0.8657068584417595
10,0.1979230753232569,0.6230460269516968,0.5334701184477094,0.3424550849274269,0.14755495781620145,0.41638355149318684
11,0.6346599536686893,0.8177233852377991,0.6527219642705966,0.4973646614153075,0.887686312534626,0.9142358812778637
12,0.12435628395250496,0.7458984624486312,0.9977572404519484,0.07792164303773276,0.927827277957415,0.7932382988963387
13,0.32096180596763035,0.9004657047507072,0.28941432834958136,0.7750988929532806,0.7146893985488059,0.23188956500318905
14,0.30087238164154895,0.7083957940711442,0.45306444002755847,0.7748787880783383,0.21914592844124947,0.931190087803555
15,0.01956264342363617,0.2120825074418705,0.5775433952320468,0.5863759824913165,0.011795033916594238,0.3681701152358138
16,0.36980117883311614,0.2989502723634151,0.03750396102217096,0.034798295334824585,0.09117230783256927,0.33172493317006635
17,0.2735234027736358,0.07216151104565881,0.05759941190799128,0.021373207239971253,0.029589621818514007,0.24766662943993867
18,0.29658767156005433,0.38525792305575934,0.826800848830313,0.4339222779971837,0.27339190110448475,0.9520760811239548
19,0.5745992922868746,0.8526831623076826,0.22107969875935032,0.6303156532044447,0.18136725151704094,0.6093934934477399
20,0.7228662872430074,0.5969401161765393,0.47696483950721585,0.9688384431546495,0.7053937883831712,0.5748720555061647
21,0.8881614747801235,0.040786964641294006,0.5295147442755441,0.45938346160981797,0.6131598689864981,0.3646699556969352
22,0.960491935834209,0.8648000196618207,0.4390512422383183,0.9267667990088918,0.07904005421758402,0.8056069339908237
23,0.26275171508800754,0.40877731695164904,0.35900999019527297,0.5529774283560284,0.24977534679962207,0.23624072067697305
